anime_id,name,genre,type,episodes,ave_rating,members,all_content
20225,Umigame to Shounen,"Drama, Historical",Special,1,7,90,drama historical special 7
34038,Umihiko Yamahiko,"Fantasy, Historical",Movie,1,6,37,fantasy historical movie 6
32388,Undouki Kenshin Manual Taiou Taisou,Kids,Special,1,3,53,kids special 3
32580,Uniminipet,"Adventure, Fantasy",TV,26,7,35,adventure fantasy tv 7
6658,Unko-san: Tsuiteru Hito ni Shika Mienai Yousei,"Comedy, Magic",TV,13,3,300,comedy magic tv 3
33085,Unko-san: Tsuiteru Hito ni Shika Mienai Yousei Junjou Ha,"Comedy, Magic",TV,13,6,52,comedy magic tv 6
29800,Urameshi Denwa,Kids,Movie,1,4,94,kids movie 4
30973,Urashima Tarou (1952),Historical,Movie,1,5,106,historical movie 5
29917,Uriko-hime to Amanojaku,Demons,Movie,1,4,71,demons movie 4
4598,Urikupen Kyuujo-tai,"Adventure, Comedy, Kids",TV,156,6,141,adventure comedy kids tv 6
32639,Usaband,Music,ONA,1,4,41,music ona 4
21713,Usagi no Mofy,Kids,ONA,13,5,72,kids ona 5
29153,Usagi to Kame (Music),Music,Music,1,4,83,music music 4
30931,Usagi to Kame no Koutsuu Anzen,"Drama, Fantasy, Kids",OVA,1,6,33,drama fantasy kids ova 6
6522,Usahana: Yumemiru Ballerina,Kids,Special,7,6,125,kids special 6
30863,Usalullaby,Dementia,Movie,1,4,80,dementia movie 4
33787,Usamaru,Comedy,ONA,12,5,54,comedy ona 5
32637,Usawaltz,"Dementia, Music",ONA,1,5,60,dementia music ona 5
12833,Ushiro no Hyakutarou,"Horror, School, Supernatural",OVA,2,6,89,horror school supernatural ova 6
27851,Ushiro no Seki no Ochiai-kun,"Kids, School",OVA,1,6,55,kids school ova 6
13303,Usogui,"Game, Psychological, Seinen",OVA,1,6,867,game psychological seinen ova 6
30941,Utsukushii Message,"Drama, Kids",OVA,1,8,37,drama kids ova 8
5921,Utsunomiko,"Adventure, Demons, Fantasy",Movie,1,6,298,adventure demons fantasy movie 6
6528,Utsurun Desu.,Comedy,OVA,3,6,177,comedy ova 6
30131,Uwabaki Cook,Kids,TV,13,5,67,kids tv 5
30605,Uwabaki Cook no Tekitou Uranai!,Comedy,TV,125,5,90,comedy tv 5
25599,Vampiyan Kids Promotion,"Comedy, Fantasy, Kids",Special,1,4,69,comedy fantasy kids special 4
25597,Vampiyan Kids Specials,"Comedy, Fantasy, Kids",Special,3,6,77,comedy fantasy kids special 6
31269,Venus,Dementia,Movie,1,3,97,dementia movie 3
30029,Video Ehonkan Sekai Meisaku Douwa,"Adventure, Comedy, Fantasy, Historical, Kids, Magic, Sci-Fi, Space, Supernatural",OVA,26,6,66,adventure comedy fantasy historical kids magic scifi space supernatural ova 6
16832,Video Ranger 007,"Action, Adventure, Mecha",Movie,1,4,69,action adventure mecha movie 4
22561,Virtual Star 2000,Action,OVA,6,5,75,action ova 5
18627,Visitor,Sci-Fi,Special,1,4,108,scifi special 4
33083,Wa Wa Wa Wappi-chan,Kids,TV,26,5,30,kids tv 5
33084,Wa Wa Wa Wappi-chan 2nd Season,Kids,TV,26,6,28,kids tv 6
24447,Wagahai wa Inu de Aru: Don Matsugorou no Seikatsu,"Comedy, Slice of Life",Special,1,8,62,comedy slice of life special 8
20145,Wagahai wa Neko de Aru,"Comedy, Historical, Slice of Life",Special,1,6,102,comedy historical slice of life special 6
23741,Wakakusa Monogatari: Nan to Jo-sensei Specials,"Drama, Historical, School, Slice of Life",Special,2,6,138,drama historical school slice of life special 6
31476,Wake up!! Tamala,"Fantasy, Psychological",Movie,1,6,123,fantasy psychological movie 6
33124,Wakuwaku♥Nukegake Daisakusen,"Cars, Music",Music,1,4,59,cars music music 4
17106,Wala! Pyeon-uijeom The Animation,Slice of Life,TV,24,5,90,slice of life tv 5
31266,Wall,Dementia,Movie,1,4,95,dementia movie 4
9228,Wan Wan Chuushingura,"Action, Adventure, Drama, Fantasy",Movie,1,6,200,action adventure drama fantasy movie 6
4544,Wanghu Sim Cheong,Fantasy,Movie,1,8,302,fantasy movie 8
2708,Wankorobee,"Comedy, Fantasy, Kids",TV,26,6,95,comedy fantasy kids tv 6
12139,Wanpaku Tanteidan,"Action, Mystery",TV,35,7,158,action mystery tv 7
6868,Wansa-kun,Comedy,TV,26,6,171,comedy tv 6
21161,Wansa-kun OVA,"Comedy, Kids",OVA,1,7,62,comedy kids ova 7
33916,Wanwanwan Coin,Comedy,ONA,15,5,37,comedy ona 5
29747,Warai no Show Gakkou,"Comedy, Kids",TV,20,6,38,comedy kids tv 6
30083,Warenai Tamago,"Comedy, Kids, Music",Music,1,4,74,comedy kids music music 4
22219,Warera Salaryman Tou,"Comedy, Slice of Life",TV,26,9,57,comedy slice of life tv 9
33319,Wareware no Heya,Unknown,Movie,1,8,15,unknown movie 8
33791,Warui no wo Taose!! Salaryman Man,"Comedy, Parody",ONA,1,5,74,comedy parody ona 5
22503,Washimo,"Comedy, Kids, School, Sci-Fi, Slice of Life",TV,10,6,209,comedy kids school scifi slice of life tv 6
29099,Washimo 2nd Season,"Comedy, Kids, School, Sci-Fi, Slice of Life",TV,24,5,86,comedy kids school scifi slice of life tv 5
30875,Washimo 3rd Season,"Comedy, Kids, School, Sci-Fi, Slice of Life",TV,44,6,69,comedy kids school scifi slice of life tv 6
33099,Washimo 4th Season,"Comedy, Kids, School, Sci-Fi, Slice of Life",TV,2,6,64,comedy kids school scifi slice of life tv 6
29867,Wasurerareta Ningyou,Kids,Movie,1,4,94,kids movie 4
30974,Wasurerumonka!,"Drama, Kids",OVA,1,6,42,drama kids ova 6
29363,Watashi no Ashinaga Ojisan Specials,"Comedy, Romance, School, Shoujo, Slice of Life",Special,2,6,112,comedy romance school shoujo slice of life special 6
30085,Watashi no Kamifuusen,"Kids, Music",Music,1,4,76,kids music music 4
30207,Watashi wa Tofu Desu,"Kids, Music",Music,1,4,55,kids music music 4
22279,Watashitachi no Kurashi to Doboku,"Historical, Kids, Samurai",OVA,3,6,71,historical kids samurai ova 6
33776,"Watashitachi, Luck Logic-bu! 2","Comedy, School",ONA,2,6,323,comedy school ona 6
22711,Wazaguu! vs. Dangerous Jiisan Ja: Houfukuzettou! Anime Quiz,"Comedy, Kids",OVA,1,6,56,comedy kids ova 6
9952,Wei Qi Shao Nian,"Game, Historical",TV,26,6,196,game historical tv 6
19839,Wei Qi Shao Nian 2,"Game, Historical",TV,26,8,86,game historical tv 8
12005,What&#039;s Michael?,Comedy,OVA,1,6,173,comedy ova 6
12039,What&#039;s Michael? (TV),Comedy,TV,45,7,208,comedy tv 7
12037,What&#039;s Michael? 2,Comedy,OVA,1,6,101,comedy ova 6
25173,Where is Mama,Kids,Movie,1,6,130,kids movie 6
31925,White Tree,"Music, Romance",Music,1,5,104,music romance music 5
33429,Wingcle Bear Hamkkehaneun Lomentig Hwaiteudei,Magic,ONA,1,4,49,magic ona 4
15977,Winner,"Kids, Music, School, Sports",Music,1,5,117,kids music school sports music 5
31696,Witch Village Story,Slice of Life,TV,24,5,42,slice of life tv 5
31697,Witch Village Story Specials,Slice of Life,Special,2,4,34,slice of life special 4
33357,Wo Jiao Bai Xiaofei,"Action, Comedy, Horror",ONA,39,7,163,action comedy horror ona 7
29986,Women,Dementia,Movie,1,4,56,dementia movie 4
33866,Wonder,"Music, Space",Music,1,4,60,music space music 4
4088,Wonder 3,"Action, Adventure, Comedy, Sci-Fi",TV,52,7,260,action adventure comedy scifi tv 7
30767,Wonder 3 Pilot,"Action, Adventure, Comedy, Sci-Fi",Special,1,6,63,action adventure comedy scifi special 6
12809,Wonder Bebil-kun,"Comedy, Fantasy",TV,30,7,72,comedy fantasy tv 7
12807,Wonder-kun no Hatsu Yume Uchuu Ryokou,Adventure,Special,1,5,90,adventure special 5
7419,Wrestler Gundan Seisenshi Robin Jr.,"Action, Adventure, Comedy, Fantasy, Kids, Parody, Sci-Fi, Super Power",TV,50,6,145,action adventure comedy fantasy kids parody scifi super power tv 6
33758,Wu Geng Ji,"Action, Fantasy, Historical, Martial Arts, Supernatural",ONA,2,7,121,action fantasy historical martial arts supernatural ona 7
31701,Wu Lan Qi Qi Ge,"Historical, Kids",TV,26,6,54,historical kids tv 6
12091,X Bomber,"Action, Adventure, Kids, Mecha, Sci-Fi, Space",TV,25,6,199,action adventure kids mecha scifi space tv 6
29133,X Bomber Pilot,"Action, Mecha, Sci-Fi, Space",Special,1,4,77,action mecha scifi space special 4
22757,X Maiden,"Comedy, School, Slice of Life",ONA,8,5,372,comedy school slice of life ona 5
24839,X Maiden: Izakaya Tamaki,Comedy,ONA,7,4,100,comedy ona 4
5303,Xabungle Graffiti,Mecha,Movie,1,5,248,mecha movie 5
12799,Xevious,"Action, Adventure, Sci-Fi, Space",Movie,1,6,184,action adventure scifi space movie 6
31150,Xi Yang Yang Yu Hui Tai Lang,"Adventure, Comedy, Kids",TV,2,6,72,adventure comedy kids tv 6
9973,Xi Yang Yang Yu Hui Tai Lang: Zhi Hu Hu Sheng Wei,"Adventure, Comedy, Kids",Movie,1,5,143,adventure comedy kids movie 5
18491,Xi Yang Yang Yu Hui Tai Lang: Zhi Kaixin Chuang Long Nian,"Adventure, Comedy, Kids",Movie,1,5,103,adventure comedy kids movie 5
6156,Xi Yang Yang Yu Hui Tai Lang: Zhi Niu Qi Chong Tian,"Adventure, Comedy, Kids",Movie,1,5,152,adventure comedy kids movie 5
18489,Xi Yang Yang Yu Hui Tai Lang: Zhi Tu Nian Ding Gua Gua,"Adventure, Comedy, Kids",Movie,1,6,103,adventure comedy kids movie 6
32230,Xi You Ji,"Adventure, Fantasy",TV,52,8,89,adventure fantasy tv 8
9822,Xiang Qi Master,Game,TV,26,6,252,game tv 6
32751,Xiao Men Shen,"Comedy, Fantasy",Movie,1,7,134,comedy fantasy movie 7
31700,Xiao Taiji,"Action, Kids, Martial Arts",TV,14,6,45,action kids martial arts tv 6
32933,Xiao Yeyou,"Comedy, Fantasy, Kids",ONA,1,4,50,comedy fantasy kids ona 4
30140,Xing Mao Lixian Ji Zhi Shu Fa Pian,"Adventure, Kids",TV,26,6,45,adventure kids tv 6
32807,Xiong Chu Mo,"Comedy, Kids",TV,104,6,39,comedy kids tv 6
32820,Xiong Chu Mo Zhi Chunri Dui Dui Peng,"Adventure, Comedy, Kids",TV,52,6,35,adventure comedy kids tv 6
32819,Xiong Chu Mo Zhi Conglin Zhongdongyuan,"Comedy, Kids",TV,104,6,35,comedy kids tv 6
32821,Xiong Chu Mo Zhi Dongri Le Fantian,"Comedy, Kids",TV,52,6,35,comedy kids tv 6
32808,Xiong Chu Mo Zhi Duo Bao Qibing,"Adventure, Comedy",Movie,1,4,40,adventure comedy movie 4
32818,Xiong Chu Mo Zhi Huanqiu Da Maoxian,"Comedy, Kids",TV,104,6,36,comedy kids tv 6
32809,Xiong Chumo Zhi Xueling Xiongfeng,"Adventure, Comedy",Movie,1,6,50,adventure comedy movie 6
24603,Xiongmao Monogatari TaoTao,"Comedy, Fantasy, Kids",Movie,1,6,94,comedy fantasy kids movie 6
32269,Xiyue Qi Tong,"Action, Adventure, Fantasy",Movie,1,5,45,action adventure fantasy movie 5
32270,Xiyue Qi Tong (2006),"Action, Adventure, Fantasy",Movie,1,5,43,action adventure fantasy movie 5
31348,Xue Haizi,"Fantasy, Kids",Movie,1,7,51,fantasy kids movie 7
33744,Yahabe,"Game, Shounen, Supernatural",OVA,1,5,34,game shounen supernatural ova 5
12795,Yajikita Gakuen Douchuuki,"Adventure, Martial Arts, School, Shoujo",OVA,2,6,255,adventure martial arts school shoujo ova 6
15815,"Yakeato no, Okashi no Ki","Drama, Kids",Special,1,7,88,drama kids special 7
29837,"Yakushiji Ryouko no Kaiki Jikenbo: Hamachou, Voice &amp; Fiction","Mystery, Police, Supernatural",Special,1,6,190,mystery police supernatural special 6
26313,Yakusoku: Africa Mizu to Midori,"Drama, Kids",OVA,1,9,53,drama kids ova 9
31177,Yakyuubu Aruaru,Sports,TV,3,4,149,sports tv 4
10554,Yakyuukyou no Uta,"Action, Drama, Sports",TV,25,7,292,action drama sports tv 7
10563,Yakyuukyou no Uta: Kita no Ookami Minami no Tora,"Action, Drama, Sports",Movie,1,6,112,action drama sports movie 6
20205,Yama ni Kagayaku: Guide-ken Heiji Gou,"Drama, Slice of Life",Special,1,6,67,drama slice of life special 6
30165,Yamaguchi Sanchi no Tsutomu-kun,"Kids, Music, Romance",Music,1,4,97,kids music romance music 4
30985,Yamakoshi Mura no Mari to Sanbiki no Koinu,"Drama, Kids",OVA,1,6,56,drama kids ova 6
28557,Yamete! Writer Asobi: Doubutsu Mura no Shoubou-tai Shutsu Dou,"Drama, Kids",OVA,1,9,40,drama kids ova 9
23765,Yamiyo no Jidaigeki,"Historical, Horror",Special,2,4,89,historical horror special 4
23767,Yamiyo no Jidaigeki (OVA),"Historical, Horror",OVA,2,4,74,historical horror ova 4
17471,Yanase Takashi Märchen Gekijou,Kids,OVA,30,7,68,kids ova 7
12793,Yanbo Ninbo Tonbo,Fantasy,TV,39,6,74,fantasy tv 6
30116,Yancharu Moncha,Kids,TV,80,7,38,kids tv 7
32642,Yanesenondo,Music,ONA,1,4,59,music ona 4
12791,Yankee Reppuu-tai,"Adventure, Drama, Shounen",OVA,6,6,110,adventure drama shounen ova 6
32916,YanYan Machiko Specials,"Comedy, Music, Slice of Life",Special,2,4,36,comedy music slice of life special 4
10705,Yasai no Yousei: N.Y.Salad,Kids,TV,26,6,163,kids tv 6
10706,Yasai no Yousei: N.Y.Salad 2nd Series,Kids,TV,26,6,109,kids tv 6
18817,Yasai no Yousei: Quiz Gekijou,"Comedy, Kids",Movie,1,6,87,comedy kids movie 6
33933,Yasamura Yasashi no Yasashii Sekai,Comedy,TV,17,4,369,comedy tv 4
30969,Yasashii Ookami,Kids,OVA,1,4,36,kids ova 4
32644,Yaseruyagi,Unknown,ONA,1,3,30,unknown ona 3
33908,Yasoukyoku,Music,Music,1,5,82,music music 5
25749,Yatterman Specials,"Adventure, Comedy, Parody",Special,2,6,208,adventure comedy parody special 6
29739,Yatterman x Toshiba,Comedy,Special,1,4,144,comedy special 4
5468,Yattokame Tanteidan,"Kids, Mystery, Slice of Life",TV,14,6,141,kids mystery slice of life tv 6
21277,Yawaraka Atom,"Comedy, Parody",ONA,7,4,69,comedy parody ona 4
21275,Yawaraka Sensha,Comedy,ONA,53,4,85,comedy ona 4
7646,Yawarakame♥,"Comedy, Kids",ONA,26,5,276,comedy kids ona 5
29970,Yell,Music,Music,1,5,55,music music 5
28201,Yeonghongibyeong Lazenca,"Action, Adventure, Mecha, Sci-Fi",TV,13,5,93,action adventure mecha scifi tv 5
25589,Yeongsimi,"Comedy, Kids, School, Slice of Life",TV,13,6,53,comedy kids school slice of life tv 6
33764,Ying Xiong Bie Nao,"Action, Fantasy",ONA,13,7,61,action fantasy ona 7
20227,Yocchan no Biidama,"Drama, Historical",Special,1,8,61,drama historical special 8
33777,Yodomi no Sakagi,Drama,Special,1,6,69,drama special 6
25815,Yokohama Bakkure-tai,"Action, Comedy, Romance, Shounen",OVA,4,8,83,action comedy romance shounen ova 8
10113,Yokohama Meibutsu: Otoko Katayama-gumi!,"Action, School, Shounen",OVA,2,7,150,action school shounen ova 7
27467,Yoligongju Loopy,"Kids, Magic",TV,6,5,62,kids magic tv 5
33762,Yong Zhe Da Mao Xian,"Adventure, Fantasy",ONA,26,8,78,adventure fantasy ona 8
33763,Yong Zhe Da Mao Xian 2nd Season,"Adventure, Fantasy",ONA,26,7,47,adventure fantasy ona 7
32920,Yongshi,"Historical, Martial Arts",Movie,1,7,46,historical martial arts movie 7
31317,Yonimo Kimyou na Man☆Gatarou,Comedy,OVA,8,5,45,comedy ova 5
26113,Yooidon!,"Drama, Kids",OVA,1,8,42,drama kids ova 8
12781,Yoshimoto Muchikko Monogatari,Comedy,TV,47,6,88,comedy tv 6
31170,Youkai Ninpouchou Jiraiya! Special,"Action, Comedy",Special,1,5,60,action comedy special 5
23351,Youkaiden Nekome Kozou,"Adventure, Horror, Psychological, Seinen, Supernatural",TV,25,8,153,adventure horror psychological seinen supernatural tv 8
7625,Yousei Dick,"Fantasy, Kids",TV,26,6,184,fantasy kids tv 6
21129,Youtai Nuhai Zai Shanghai,"Historical, Kids, Shoujo",Movie,1,7,94,historical kids shoujo movie 7
12771,Youyou no Neko Tsumami,"Comedy, Slice of Life",TV,130,6,102,comedy slice of life tv 6
24981,Yowamushi Chinsengumi,"Comedy, Kids",Movie,1,6,74,comedy kids movie 6
30119,Yowamushi Monsters,Kids,TV,2,6,85,kids tv 6
30169,Yubikiri,Music,Music,1,5,75,music music 5
15657,Yuke! Shouei-kun,Comedy,ONA,6,4,86,comedy ona 4
28055,Yuki no Yo no Yume,Drama,Movie,1,5,125,drama movie 5
30957,Yukidaruma,"Fantasy, Historical",Movie,1,7,51,fantasy historical movie 7
31872,Yukidaruma Kazoku,"Kids, Music",Music,1,5,40,kids music music 5
23345,Yukiguni no Oujisama,Slice of Life,Movie,1,7,62,slice of life movie 7
15141,Yukiwatari,Fantasy,Movie,1,6,130,fantasy movie 6
33828,Yume Kakeru Kougen: Kiyosato no Chichi Paul Rusch,Historical,Movie,1,8,35,historical movie 8
3500,"Yume Miru, Anime: on-chan",Comedy,TV,26,7,116,comedy tv 7
24575,Yume no Jidousha,Cars,Movie,1,6,66,cars movie 6
26097,Yume no Tsuzuki,"Drama, Kids",OVA,1,9,53,drama kids ova 9
30213,Yume Utsutsu,Dementia,Movie,1,4,65,dementia movie 4
5841,Yume wo Kanaeru Zou,Comedy,TV,12,6,160,comedy tv 6
26307,"Yume, Sora Takaku","Drama, Kids",OVA,1,7,43,drama kids ova 7
12769,Yumemakura Baku Twilight Gekijou,"Horror, Psychological",OVA,4,5,307,horror psychological ova 5
29812,Yumemi Douji,Drama,Movie,1,5,79,drama movie 5
33846,Yurugaro,"Comedy, Fantasy",Special,2,5,153,comedy fantasy special 5
29751,Yurumi to Shimeru,"Comedy, Sci-Fi",ONA,1,5,55,comedy scifi ona 5
32850,Yuu no Mahou,Music,Music,1,4,66,music music 4
30998,Yuujou no Kickoff,"Drama, Kids, Sports",OVA,1,6,35,drama kids sports ova 6
30763,Yuuki no Omamori,"Drama, Kids",OVA,1,6,101,drama kids ova 6
12767,Yuusei Kamen,Sci-Fi,TV,39,6,103,scifi tv 6
6448,Yuusei Shounen Papii,"Action, Sci-Fi, Space, Super Power",TV,52,6,242,action scifi space super power tv 6
18983,Yuuto-kun ga Iku,"Kids, Sports",TV,26,4,93,kids sports tv 4
22197,Yuuto-kun ga Iku Movie,"Kids, Sports",Movie,1,6,60,kids sports movie 6
12765,Yuuyake Banchou,Action,TV,26,6,109,action tv 6
30309,Yuuyake Dandan,Unknown,Movie,6,6,542,unknown movie 6
6272,Zakuro Yashiki,Historical,OVA,1,6,531,historical ova 6
31838,Ze Tian Ji,"Action, Adventure, Fantasy",ONA,13,7,180,action adventure fantasy ona 7
33048,Zegapain ADP,"Action, Mecha, Romance, Sci-Fi",Movie,1,6,1859,action mecha romance scifi movie 6
30211,Zenchuu Maite,Dementia,Movie,1,4,73,dementia movie 4
5821,Zenmai Zamurai,"Comedy, Kids",TV,30,6,152,comedy kids tv 6
4790,Zeno: Kagirinaki Ai ni,"Drama, Historical",Movie,1,7,207,drama historical movie 7
33571,Zenryoku Yobikou 5.5 Seminar,"Comedy, Parody, School",ONA,9,5,46,comedy parody school ona 5
33570,Zenryoku Yobikou 5.5 Seminar Prologue,"Comedy, Parody, School",ONA,1,5,62,comedy parody school ona 5
9520,Zero Tester,"Action, Adventure, Mecha, Sci-Fi",TV,38,6,181,action adventure mecha scifi tv 6
9522,Zero Tester: Chikyuu wo Mamore!,"Action, Adventure, Mecha, Sci-Fi",TV,28,5,137,action adventure mecha scifi tv 5
5234,Zettai Yareru Greece Shinwa,"Comedy, Ecchi",TV,13,6,284,comedy ecchi tv 6
23313,Zettai Zetsumei Dangerous Jiisan,"Comedy, Kids",TV,33,6,76,comedy kids tv 6
10987,Zettai Zetsumei Dangerous Jiisan (2004),"Comedy, Kids",TV,51,7,135,comedy kids tv 7
22709,Zettai Zetsumei Dangerous Jiisan (2005),"Comedy, Kids",TV,19,7,66,comedy kids tv 7
23315,Zettai Zetsumei Dangerous Jiisan Special-ban,"Comedy, Kids",Special,1,7,57,comedy kids special 7
31698,Zhan Long Si Qu,"Cars, Kids",TV,64,5,67,cars kids tv 5
33339,Zhongguo Jingqi Xiansheng,"Comedy, Supernatural, Thriller",ONA,63,7,386,comedy supernatural thriller ona 7
11093,Ziggy: Soreyuke! R&amp;R Band,"Adventure, Music, Mystery",Movie,1,6,123,adventure music mystery movie 6
31427,Zinba,"Action, Adventure, Comedy, Demons, Magic, Super Power",TV,52,7,172,action adventure comedy demons magic super power tv 7
32733,ZIP! x Peeping Life TV: Cool Japan Saizensen,"Comedy, Slice of Life",ONA,5,5,60,comedy slice of life ona 5
19717,Zoku Naniwa Yuukyouden,"Action, Comedy",OVA,1,5,78,action comedy ova 5
12759,Zoku Zoku Mura no Obaketachi,Fantasy,OVA,12,6,76,fantasy ova 6
32557,Zombie Clay Animation: I&#039;m Stuck!!,"Comedy, Horror",ONA,4,4,72,comedy horror ona 4
30089,Zombie Clay Animation: Life of the Dead,"Comedy, Horror",OVA,4,5,125,comedy horror ova 5
30090,Zombie Ehon,Comedy,ONA,1,4,86,comedy ona 4
13167,Zoobles!,Kids,TV,26,6,109,kids tv 6
11097,Zou no Inai Doubutsuen,Drama,Movie,1,6,85,drama movie 6
11095,Zouressha ga Yatte Kita,Adventure,Movie,1,6,78,adventure movie 6
7808,Zukkoke Knight: Don De La Mancha,"Adventure, Comedy, Historical, Romance",TV,23,6,172,adventure comedy historical romance tv 6
28543,Zukkoke Sannin-gumi no Hi Asobi Boushi Daisakusen,"Drama, Kids",OVA,1,6,50,drama kids ova 6
18967,Zukkoke Sannin-gumi: Zukkoke Jikuu Bouken,"Comedy, Historical, Sci-Fi",OVA,1,6,76,comedy historical scifi ova 6
13455,Zumomo to Nupepe,Comedy,TV,32,7,120,comedy tv 7
34096,Gintama (2017),"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",TV,2,7,13383,action comedy historical parody samurai scifi shounen tv 7
34134,One Punch Man 2,"Action, Comedy, Parody, Sci-Fi, Seinen, Super Power, Supernatural",TV,2,7,90706,action comedy parody scifi seinen super power supernatural tv 7
30484,Steins;Gate 0,"Sci-Fi, Thriller",TV,2,7,60999,scifi thriller tv 7
25777,Shingeki no Kyojin Season 2,"Action, Drama, Fantasy, Shounen, Super Power",TV,2,7,170054,action drama fantasy shounen super power tv 7
34437,Code Geass: Fukkatsu no Lelouch,"Action, Drama, Mecha, Military, Sci-Fi, Super Power",TV,2,7,22748,action drama mecha military scifi super power tv 7
33486,Boku no Hero Academia 2nd Season,"Action, Comedy, School, Shounen, Super Power",TV,2,7,46892,action comedy school shounen super power tv 7
32937,Kono Subarashii Sekai ni Shukufuku wo! 2,"Adventure, Comedy, Fantasy, Magic, Supernatural",TV,2,7,54069,adventure comedy fantasy magic supernatural tv 7
33506,Ao no Exorcist: Kyoto Fujouou-hen,"Action, Demons, Fantasy, Shounen, Supernatural",TV,2,7,45127,action demons fantasy shounen supernatural tv 7
33417,Super Lovers 2,"Comedy, Drama, Romance, Shounen Ai",TV,2,7,12022,comedy drama romance shounen ai tv 7
30727,Saenai Heroine no Sodatekata ♭,"Comedy, Ecchi, Harem, Romance, School",TV,2,7,22890,comedy ecchi harem romance school tv 7
33352,Violet Evergarden,"Drama, Fantasy",TV,2,7,20564,drama fantasy tv 7
33248,K: Seven Stories,"Action, Drama, Super Power, Supernatural",TV,2,7,22133,action drama super power supernatural tv 7
31765,Sword Art Online Movie: Ordinal Scale,"Action, Adventure, Fantasy, Game, Romance",Movie,1,7,50944,action adventure fantasy game romance movie 7
32887,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,"Action, Adventure, Comedy, Fantasy",TV,2,7,12406,action adventure comedy fantasy tv 7
33487,Masamune-kun no Revenge,"Comedy, Harem, Romance, School, Shounen",TV,2,7,20776,comedy harem romance school shounen tv 7
30455,Kantai Collection: KanColle Zoku-hen,"Action, Military, School, Sci-Fi, Slice of Life",TV,2,7,15465,action military school scifi slice of life tv 7
33047,Fate/Extra Last Encore,"Action, Fantasy, Magic",TV,2,7,12653,action fantasy magic tv 7
31783,Yowamushi Pedal: New Generation,"Comedy, Drama, Shounen, Sports",TV,2,7,9037,comedy drama shounen sports tv 7
34451,Kekkai Sensen &amp; Beyond,"Action, Fantasy, Super Power, Supernatural, Vampire",TV,2,7,14124,action fantasy super power supernatural vampire tv 7
33852,Mekakucity Reload,"Comedy, Romance, Sci-Fi, Super Power, Supernatural",TV,2,7,14017,comedy romance scifi super power supernatural tv 7
25537,Fate/stay night Movie: Heaven&#039;s Feel,"Action, Fantasy, Magic, Supernatural",Movie,1,7,53365,action fantasy magic supernatural movie 7
33743,Fuuka,"Drama, Ecchi, Music, Romance, School, Shounen",TV,2,7,9854,drama ecchi music romance school shounen tv 7
33845,Free! (Shinsaku),"School, Sports",TV,2,7,8666,school sports tv 7
33674,No Game No Life Movie,"Adventure, Comedy, Ecchi, Fantasy, Game, Supernatural",Movie,1,7,32041,adventure comedy ecchi fantasy game supernatural movie 7
33489,Little Witch Academia (TV),"Adventure, Comedy, Fantasy, Magic, School",TV,2,7,23398,adventure comedy fantasy magic school tv 7
32949,Kuzu no Honkai,"Drama, Romance, School, Seinen",TV,2,7,20941,drama romance school seinen tv 7
30485,ChäoS;Child,"Harem, Mystery, Psychological, Sci-Fi, Supernatural",TV,2,7,19590,harem mystery psychological scifi supernatural tv 7
32901,Eromanga-sensei,"Comedy, Drama, Romance",TV,2,7,8449,comedy drama romance tv 7
34055,Berserk (2017),"Action, Adventure, Demons, Drama, Fantasy, Horror, Magic, Military, Romance, Supernatural",TV,2,7,13463,action adventure demons drama fantasy horror magic military romance supernatural tv 7
32981,Hand Shakers,Unknown,TV,2,7,11661,unknown tv 7
34176,Zero kara Hajimeru Mahou no Sho,"Action, Fantasy",TV,2,7,7716,action fantasy tv 7
33010,FLCL (TV),"Action, Comedy, Dementia, Mecha, Parody, Sci-Fi",TV,2,7,13008,action comedy dementia mecha parody scifi tv 7
31537,Shingeki no Bahamut: Manaria Friends,"Action, Adventure, Demons, Fantasy, Magic, Supernatural",TV,2,7,9939,action adventure demons fantasy magic supernatural tv 7
31931,Full Metal Panic! IV,"Action, Mecha, Military",TV,2,7,5098,action mecha military tv 7
31629,Granblue Fantasy The Animation,Fantasy,TV,2,7,9867,fantasy tv 7
33018,Touken Ranbu,"Action, Fantasy",TV,2,7,12012,action fantasy tv 7
29643,6HP (Six Hearts Princess),Magic,TV,2,7,1687,magic tv 7
33337,ACCA: 13-ku Kansatsu-ka,"Drama, Police",TV,2,7,7403,drama police tv 7
33736,After School,School,ONA,2,7,147,school ona 7
34051,Akiba&#039;s Trip The Animation,"Action, Adventure, Ecchi, Supernatural",TV,2,7,5889,action adventure ecchi supernatural tv 7
33839,Alice in Deadly School,"Comedy, School, Shounen",TV,2,7,1648,comedy school shounen tv 7
34350,Alice to Zouroku,"Adventure, Mystery, Seinen",TV,2,7,515,adventure mystery seinen tv 7
33818,Amanchu! Special,"Comedy, School, Slice of Life",Special,1,7,3303,comedy school slice of life special 7
34465,Ao no Exorcist OVA,"Action, Demons, Fantasy, Shounen, Supernatural",OVA,1,7,7013,action demons fantasy shounen supernatural ova 7
33820,Ao Oni The Animation (Movie),Horror,Movie,2,7,1416,horror movie 7
20471,Aoki Uru,"Military, Sci-Fi",Movie,1,7,1860,military scifi movie 7
